Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
215,ejj47sab7r6aj157a60flhhxw,848898,I. Ben Shabat,Itay Ben Shabat,Left Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512556,Itay,Ben Shabat,Left Centre Back,13,912,23,62.5%,3.95,0.10,0.00,0.00,1.78,4.44,1.48,0.0%,-,0.00,1.78,0.00,41.2%,77.3%,15.2%,4.54,4,,0.05,0.00,0.00,0.39,Left Centre Back,0.00,0.00,0.00,0.00,0.00,0.79,0.10,0.00,0.00,0.20,0.79,4.54,0.49,4.05,9.08,0.00,0.59,0.30,0.30,11.64,2.27,1.18,3.16,5.53,1.48,4.34,7.80,6.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,66.7%,0.30,19.6,0.49,0.39,16.48,0.79,9.08,4.93,18.06,47.96,39.67,68.19,56.45,85.0%,62.5%,0.00,0.00,0.01,0.00,0.05,0.30,0.39,0.10,25.0%,50.0%,70.9%,72.7%,4.84
216,2d1dzkrenq3lmy4fb687cqhud,454235,A. Karo,Andreas Karo,Right Centre Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,213933,Andreas,Karo,Right Centre Back,11,911,27,70.0%,2.96,0.69,0.10,0.10,1.98,3.75,0.89,11.1%,37.5%,0.79,4.74,0.00,46.8%,76.4%,20.8%,3.75,2,right,0.10,0.10,0.10,0.79,Right Centre Back,0.10,0.00,0.00,0.00,0.40,1.78,0.30,0.00,0.40,0.49,0.79,4.35,1.28,5.53,11.16,0.30,0.99,0.59,0.59,13.14,2.57,1.09,2.86,4.54,1.98,3.95,7.11,5.14,0.40,0.30,0.79,0.00,0.00,0.00,0.00,0.00,-,0.00,22.0,1.58,1.19,20.05,2.17,9.58,5.14,18.38,32.21,28.75,55.42,41.89,76.9%,72.7%,0.40,0.10,0.04,0.10,0.10,0.89,0.99,0.40,40.0%,42.9%,63.9%,72.5%,3.75
217,amn3udbfnzvypqrtpn5zis7v9,211046,A. James,Adeniyi James,Left Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,134835,Adeniyi,James,Left Attacking Midfielder,13,909,31,61.1%,1.78,0.99,0.20,0.20,3.96,0.20,1.68,35.7%,20.0%,0.50,13.76,0.00,72.1%,79.9%,6.3%,0.99,29,right,0.28,0.59,0.00,0.79,Left Attacking Midfielder,0.30,0.00,0.00,0.10,0.10,0.69,0.59,0.00,0.40,0.69,1.39,1.49,4.85,5.45,11.78,0.89,2.18,0.30,0.30,11.78,5.35,2.18,0.79,4.55,5.94,2.97,9.90,3.96,0.99,0.10,0.50,0.10,0.00,0.00,0.10,0.79,34.8%,2.28,14.5,5.84,8.32,15.45,7.82,1.68,2.77,5.84,20.99,23.27,42.38,26.53,79.1%,74.7%,0.99,0.10,0.04,0.50,0.28,1.39,1.39,0.69,50.0%,60.0%,46.0%,26.7%,5.84
218,93y2cwhio62qhv9h02ic3uaz8,961291,E. Mamatah,Ebenezer Mamatah,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,591159,Ebenezer,Mamatah,Centre Forward,18,908,22,36.4%,1.09,0.40,0.00,0.79,2.18,0.20,0.89,9.5%,-,0.00,17.44,0.00,70.1%,72.0%,5.7%,0.59,28,right,0.34,0.30,0.00,2.97,Centre Forward,0.20,0.00,0.00,0.00,0.20,0.10,0.40,0.00,0.20,1.39,0.69,0.79,8.13,5.75,14.67,0.59,4.76,0.10,0.20,8.72,12.59,5.25,2.48,4.76,13.18,7.73,17.35,4.16,0.59,0.00,0.00,0.20,0.00,0.20,0.30,0.69,24.1%,2.87,13.1,4.76,9.22,12.19,6.24,0.50,0.89,2.68,11.80,16.45,34.20,15.66,75.3%,76.2%,0.59,0.00,0.03,0.20,0.34,2.08,2.58,0.69,26.9%,53.8%,27.4%,32.1%,3.47
219,19w3cqnbi2gueaoohx4snney2,669467,O. Niron,Omer Niron,Goalkeeper,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463680,Omer,Niron,Goalkeeper,10,900,23,80.0%,0.50,0.30,0.00,0.00,0.00,0.50,0.10,-,-,0.00,0.00,0.00,23.3%,-,51.9%,4.70,22,,0.00,0.00,0.00,0.10,Goalkeeper,0.00,0.10,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,9.60,0.00,0.00,9.60,0.00,0.00,0.00,0.00,2.20,0.10,0.00,0.30,0.40,0.00,0.30,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,34.4,0.00,0.00,9.20,0.00,9.20,0.00,17.60,17.10,16.40,37.10,26.40,64.8%,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.0%,80.0%,100.0%,1.50
220,94h60xxk4seslg39ktwlc20vd,507150,I. Ganaem,Ihab Ganaem,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234890,Ihab,Ganaem,Central Midfielder,14,899,28,54.3%,4.61,1.30,0.10,0.50,4.20,2.20,3.00,0.0%,0.0%,0.40,10.01,0.10,70.2%,77.6%,8.4%,3.00,66,,0.04,0.10,0.00,2.00,Central Midfielder,0.00,0.00,0.00,0.00,0.60,2.70,0.30,0.00,0.50,0.40,1.60,2.70,2.70,8.01,13.41,0.30,1.30,0.50,0.60,24.53,7.81,2.80,2.70,8.21,5.21,5.51,16.02,10.81,0.40,0.00,0.40,0.00,0.00,0.00,0.00,1.10,73.3%,1.50,16.9,5.21,4.71,32.04,7.01,7.41,8.71,16.92,46.35,37.74,75.48,57.16,81.1%,75.4%,0.40,0.10,0.06,0.00,0.04,0.70,0.80,0.30,37.5%,35.2%,51.2%,49.1%,6.71
221,onvaxwitgvkut41hgl5anjvu,757047,O. Roizman,Or Roizman,Left Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,591227,Or,Roizman,Left Attacking Midfielder,26,897,22,45.5%,1.10,0.70,0.00,0.60,1.71,0.40,1.30,15.4%,16.1%,4.21,25.38,0.00,58.0%,61.8%,11.7%,0.70,8,,0.17,0.20,0.00,0.60,Left Attacking Midfielder,0.10,0.00,0.00,0.00,0.20,0.50,1.61,0.00,0.20,0.40,0.70,1.10,13.04,5.32,19.46,1.20,3.91,0.60,0.80,8.83,4.01,0.30,0.10,3.81,5.22,0.40,7.83,2.61,1.30,1.00,6.22,0.30,0.00,0.30,0.60,1.71,43.6%,3.91,18.8,6.62,15.85,14.55,10.03,0.90,2.41,5.72,10.94,21.37,40.03,18.06,60.6%,66.0%,1.30,0.10,0.12,0.20,0.17,1.30,2.01,0.90,45.0%,40.9%,48.7%,25.0%,3.61
222,e5hecb7wjysyz5vvy1u8wbspg,849291,S. Turiel,Stav Turiel,Right Attacking Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512418,Stav,Turiel,Right Attacking Midfielder,20,892,23,78.9%,1.92,1.11,0.00,0.81,1.01,0.20,2.42,0.0%,18.8%,4.34,33.60,0.10,59.1%,66.0%,7.0%,0.81,24,,0.15,0.10,0.10,1.21,Right Attacking Midfielder,0.00,0.00,0.00,0.00,0.20,0.81,2.72,0.00,1.51,1.11,1.41,1.51,14.73,4.34,20.58,1.31,3.13,0.20,0.40,13.72,5.45,1.21,1.01,7.37,8.07,2.22,12.81,4.74,1.61,1.31,6.96,0.71,0.07,0.00,0.20,2.52,58.1%,4.34,18.1,9.79,18.16,20.99,14.73,1.72,3.23,8.17,19.57,29.26,55.49,28.65,68.3%,66.9%,1.61,0.30,0.23,0.00,0.15,2.32,2.83,1.21,42.9%,38.2%,57.5%,45.5%,3.63
223,277o13i90bgqej3yrkiw7t0x5,329893,R. Shlomo,Raz Shlomo,Right Centre Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234942,Raz,Shlomo,Right Centre Back,11,889,24,82.9%,3.54,0.71,0.20,0.10,1.82,2.73,1.92,0.0%,0.0%,0.20,1.52,0.00,61.2%,89.5%,15.1%,4.15,13,,0.01,0.00,0.00,1.32,Right Centre Back,0.00,0.00,0.00,0.00,0.30,2.23,0.00,0.00,0.00,0.10,0.20,2.63,0.40,6.07,9.11,0.00,0.20,0.30,0.51,19.84,2.83,0.81,3.04,5.57,1.62,3.85,8.40,6.78,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.40,80.0%,0.51,21.6,0.81,0.51,26.63,0.91,13.16,7.90,20.55,52.14,43.53,71.17,60.34,86.4%,88.9%,0.00,0.00,0.01,0.00,0.01,0.10,0.20,0.00,0.0%,62.5%,66.3%,78.9%,4.56
224,2kcvwgrqcwgsisxo2lulusq1h,178823,G. Kinda,Gadi Kinda,Right Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104964,Gadi,Kinda,Right Midfielder,20,886,30,88.9%,0.91,0.91,0.10,0.30,1.93,0.41,1.63,16.7%,21.4%,2.03,29.86,0.61,72.8%,77.9%,6.9%,1.12,6,right,0.28,0.20,0.00,1.93,Right Midfielder,0.10,0.00,0.00,0.00,0.41,0.30,3.05,0.00,0.30,0.81,2.03,1.32,11.07,7.42,19.81,1.73,4.67,0.20,0.20,24.99,6.70,0.91,0.51,5.49,8.13,1.42,12.19,4.06,2.13,0.61,2.84,0.00,0.02,0.00,0.41,1.32,34.2%,3.86,15.3,14.22,18.08,32.71,18.79,2.34,6.60,11.99,30.78,39.92,61.15,39.82,77.3%,76.5%,2.13,0.41,0.29,0.20,0.28,1.22,1.73,0.41,23.5%,45.5%,45.0%,35.7%,3.76
225,2oe38rd8fu8h2ogltboenp4kq,594283,N. Niddam,Nadav Niddam,Central Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449851,Nadav,Niddam,Central Midfielder,22,882,23,81.0%,2.14,0.41,0.00,0.61,2.45,1.84,1.43,20.0%,22.2%,1.12,16.73,0.31,66.9%,75.8%,13.6%,2.96,24,,0.05,0.00,0.00,1.94,Central Midfielder,0.00,0.00,0.00,0.00,0.51,0.92,1.43,0.10,0.51,0.31,0.71,2.24,6.22,8.47,16.94,1.12,0.92,0.20,0.41,20.61,4.69,0.92,2.35,5.10,3.47,3.27,9.80,6.33,1.22,0.61,2.76,0.00,0.00,0.10,0.10,0.61,50.0%,1.22,19.7,7.45,7.04,28.67,9.80,6.33,7.45,15.31,36.53,32.55,63.67,47.86,76.3%,76.8%,1.22,0.10,0.09,0.10,0.05,0.51,1.12,0.20,18.2%,27.3%,52.1%,71.9%,4.39
226,9pfybt7t7pixvkysqae8truy2,834140,S. Harush,Shalev Harush,Central Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512417,Shalev,Harush,Central Midfielder,22,878,22,58.6%,2.97,0.72,0.10,0.10,2.97,1.64,2.26,0.0%,66.7%,0.21,6.36,0.10,62.7%,79.7%,11.1%,2.05,9,,0.11,0.00,0.00,1.23,Central Midfielder,0.00,0.00,0.00,0.00,0.21,1.33,0.72,0.00,0.31,0.41,1.13,2.36,1.64,6.15,10.15,1.33,0.82,0.10,0.10,13.84,5.13,0.82,0.62,5.54,5.33,1.44,10.66,5.33,1.44,0.21,0.31,0.00,0.01,0.00,0.00,1.54,53.6%,2.87,17.1,2.56,2.97,17.73,3.69,4.10,3.18,8.92,28.70,26.96,52.18,34.03,84.3%,71.4%,1.44,0.10,0.04,0.00,0.11,0.82,1.03,0.41,40.0%,36.7%,51.9%,42.9%,4.61
227,frqgze81sxy6oclj3ry7uu0a,902784,M. Tadisa,Matanel Tadisa,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607055,Matanel,Tadisa,Central Midfielder,23,874,27,46.7%,1.54,1.44,0.21,0.93,3.09,0.41,1.65,7.1%,19.5%,5.46,25.64,0.31,70.1%,75.1%,11.1%,2.37,8,,0.09,0.31,0.00,1.03,Central Midfielder,0.00,0.00,0.00,0.00,0.10,0.93,2.88,0.10,1.24,1.03,1.44,1.24,11.64,10.61,23.48,1.24,1.34,0.41,0.62,19.67,6.69,2.06,1.03,5.05,7.00,3.09,11.74,4.74,1.54,1.54,7.93,0.21,0.00,0.10,0.10,0.93,33.3%,2.78,18.8,7.93,13.18,27.60,9.68,5.25,8.44,14.73,31.41,37.59,68.38,41.60,75.5%,83.7%,1.54,0.31,0.21,0.10,0.09,1.44,1.96,0.41,21.1%,25.9%,43.0%,33.3%,5.46
228,cw9vov45d6ynqn096r41kd4yy,768617,O. Senior,Omer Senior,Right Wing Back,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,534280,Omer,Senior,Right Wing Back,21,869,21,60.7%,2.90,0.83,0.10,0.31,1.45,0.93,2.69,30.0%,30.0%,2.07,14.71,0.10,66.2%,71.6%,7.8%,0.93,21,,0.22,0.10,0.00,0.41,Right Wing Back,0.21,0.00,0.00,0.10,0.10,1.04,1.66,0.00,0.31,0.62,0.52,2.90,4.97,4.87,12.74,1.55,2.80,0.10,0.10,8.70,4.45,0.52,0.52,3.94,3.42,1.04,8.39,4.97,1.66,0.62,2.07,0.10,0.00,0.00,0.10,0.21,18.2%,1.14,15.4,4.87,8.80,13.15,6.52,1.86,1.86,6.32,15.54,18.85,41.12,22.47,69.1%,74.6%,1.66,0.10,0.10,0.31,0.22,1.04,1.55,0.41,26.7%,38.3%,46.9%,50.0%,3.62
229,bfmv81z5rsblb6l2j8kqsd68l,173710,G. Donyoh,Godsway Donyoh,Right Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,116187,Godsway,Donyoh,Right Attacking Midfielder,12,866,29,40.0%,1.04,0.73,0.10,0.52,2.81,0.00,1.04,18.8%,10.0%,1.04,17.36,0.31,56.7%,58.9%,8.8%,1.35,20,left,0.29,0.31,0.00,1.14,Right Attacking Midfielder,0.21,0.00,0.00,0.00,0.21,0.42,1.35,0.00,0.62,0.62,0.73,1.97,7.69,9.25,18.91,1.25,3.53,0.31,0.31,10.81,7.90,2.18,0.73,3.85,8.11,2.91,11.74,3.64,1.56,0.10,1.04,0.31,0.00,0.31,0.83,1.35,31.7%,4.26,15.3,5.09,10.18,18.08,8.11,2.39,3.12,8.11,15.80,26.09,43.96,24.73,63.9%,62.8%,1.56,0.31,0.11,0.31,0.29,1.66,2.08,1.04,50.0%,36.8%,32.7%,25.0%,4.05
230,ehzcdtht7vyekwm7k95lid990,897606,A. Salman,Ahmad Salman,Left Winger,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549485,Ahmad,Salman,Left Winger,24,863,20,59.1%,2.29,0.83,0.00,1.15,1.67,0.63,2.09,9.1%,13.6%,2.29,23.67,0.00,77.1%,80.3%,4.4%,0.63,20,right,0.20,0.73,0.00,1.25,Left Winger,0.10,0.00,0.00,0.00,0.00,0.63,1.36,0.00,0.42,0.42,1.36,1.04,8.34,3.86,13.24,0.94,4.17,0.21,0.31,13.14,6.36,0.94,0.63,6.05,8.45,1.56,12.41,3.96,1.04,0.31,2.29,0.10,0.01,0.00,0.63,1.98,39.6%,5.01,13.9,9.49,14.29,16.79,11.58,1.46,2.40,4.48,19.29,23.67,44.63,23.67,81.5%,82.0%,1.04,0.10,0.13,0.10,0.20,1.15,1.77,0.73,41.2%,41.4%,48.7%,40.0%,4.59
231,ntw7v8f0mz5phdysadtgi0b8,911408,S. Coulibaly,Souleymane Coulibaly,Central Defender,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,569191,Souleymane,Coulibaly,Central Defender,15,859,22,68.8%,3.35,0.21,0.00,0.00,1.57,5.66,1.57,0.0%,0.0%,0.10,0.84,0.00,48.6%,77.4%,17.7%,2.83,12,,0.03,0.00,0.00,1.15,Central Defender,0.00,0.00,0.00,0.00,0.31,1.26,0.21,0.00,0.00,0.31,0.31,3.98,0.21,3.14,7.33,0.10,0.52,0.42,0.63,6.29,2.10,0.52,1.99,3.98,0.73,2.51,6.08,5.34,0.10,0.00,0.10,0.00,0.01,0.00,0.00,0.10,33.3%,0.31,21.9,0.21,0.31,9.43,0.21,6.18,2.83,11.84,28.92,23.26,48.09,34.99,82.6%,100.0%,0.10,0.00,0.01,0.00,0.03,0.42,0.42,0.10,25.0%,61.1%,65.5%,79.2%,5.24
232,2wtgd206ztbi9bze9fxb06wic,960926,B. Khuri,Basil Khuri,Centre Forward,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590889,Basil,Khuri,Centre Forward,26,851,20,31.0%,3.07,0.42,0.00,0.11,2.01,0.53,1.16,25.0%,37.5%,0.74,15.86,0.00,47.4%,60.2%,10.0%,1.06,24,,0.33,0.21,0.00,1.48,Centre Forward,0.11,0.00,0.00,0.11,0.11,0.53,0.95,0.00,0.32,0.85,1.37,2.75,6.24,6.66,15.65,0.74,4.12,0.11,0.21,7.72,7.61,1.48,0.63,4.55,6.77,2.12,12.16,5.39,0.85,0.32,0.85,0.21,0.00,0.21,0.32,1.37,32.5%,4.23,15.8,4.55,9.10,13.33,7.72,1.90,1.80,5.92,15.23,23.37,41.88,22.31,68.2%,59.7%,0.85,0.11,0.09,0.53,0.33,2.12,2.75,1.27,46.2%,23.1%,37.4%,30.0%,4.34
233,5mzh1ji7che42jnagg6xdqz11,276100,A. Mahamid,Anas Mahamid,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234946,Anas,Mahamid,Centre Forward,20,849,26,53.8%,1.38,0.42,0.11,0.74,1.17,0.42,0.42,26.1%,0.0%,0.53,21.84,0.21,67.0%,71.9%,6.3%,0.74,8,right,0.46,0.74,0.00,2.44,Centre Forward,0.42,0.00,0.00,0.00,0.42,0.64,1.59,0.11,0.53,0.85,1.59,0.95,8.16,6.68,15.80,0.95,6.15,0.00,0.11,11.55,10.18,2.97,1.70,5.09,11.24,4.66,15.27,4.03,1.27,0.00,0.53,0.00,0.07,0.11,0.53,1.38,34.2%,4.03,14.9,7.21,12.72,16.86,9.86,1.38,2.12,4.88,15.48,23.96,42.08,21.84,70.9%,73.9%,1.27,0.32,0.16,0.64,0.46,2.44,3.39,1.59,46.9%,12.5%,33.3%,36.4%,3.07
234,dudttzqf0mfehgvnqerqgytbd,656612,Show,Show,Defensive Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,447431,Manuel Luís,da Silva Cafumana,Defensive Midfielder,21,830,25,56.0%,2.71,1.19,0.00,1.08,4.55,0.76,3.14,0.0%,0.0%,0.11,12.14,0.00,76.0%,85.9%,9.7%,4.01,5,right,0.04,0.00,0.00,2.71,Defensive Midfielder,0.00,0.00,0.00,0.00,0.33,1.19,0.54,0.00,0.54,0.54,1.63,1.19,2.28,5.53,9.00,0.33,0.76,0.54,0.76,29.60,5.96,1.30,1.19,6.61,4.88,2.49,12.58,7.70,0.33,0.00,0.11,0.00,0.00,0.11,0.11,0.65,75.0%,0.87,17.8,7.37,6.72,35.24,9.22,6.07,8.13,14.75,51.51,44.24,72.76,58.34,88.3%,84.0%,0.33,0.00,0.04,0.00,0.04,0.65,0.76,0.11,14.3%,50.0%,52.6%,47.8%,7.92
235,35vospawx9vp6ac4aegk9j9pl,291222,Toni Gomes,Toni Gomes,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,197472,Toni,Correia Gomes,Centre Forward,14,828,25,50.0%,1.96,0.54,0.22,0.76,3.48,0.54,1.63,9.1%,5.3%,2.07,17.07,0.11,75.0%,79.5%,4.8%,0.11,7,left,0.13,0.11,0.00,0.65,Centre Forward,0.00,0.00,0.00,0.00,0.00,0.65,0.54,0.11,0.76,0.76,1.20,2.28,6.52,5.76,14.57,0.54,2.28,0.00,0.00,11.74,6.52,1.20,0.87,5.65,8.37,2.07,12.17,3.80,0.87,0.11,2.07,0.11,0.00,0.11,0.22,1.96,46.2%,4.24,14.1,5.65,9.67,15.22,7.07,1.41,1.41,5.87,19.67,24.78,45.76,24.78,79.4%,80.0%,0.87,0.33,0.05,0.11,0.13,1.20,1.63,0.43,26.7%,52.0%,46.4%,42.1%,7.17
236,963sg5nuvlzu4ig3zb9hmltgq,681286,R. Twizer,Raz Yehoshua Twizer,Right Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549430,Raz Yehoshua,Twizer,Right Attacking Midfielder,23,821,25,61.9%,2.30,0.66,0.00,0.55,2.08,0.55,1.32,6.7%,30.0%,2.41,17.65,0.33,64.1%,75.3%,9.2%,0.99,26,,0.22,0.11,0.00,0.88,Right Attacking Midfielder,0.11,0.00,0.00,0.00,0.22,0.55,1.64,0.00,0.66,0.77,1.32,2.08,6.25,6.58,14.91,0.77,3.95,0.11,0.11,12.94,4.93,1.10,0.99,5.26,6.03,2.08,10.19,4.17,0.88,0.99,3.29,0.11,0.00,0.22,0.88,1.64,44.1%,3.73,16.4,6.47,10.19,17.98,8.33,1.97,2.41,7.13,22.91,27.73,49.77,29.82,76.8%,77.6%,0.88,0.11,0.09,0.11,0.22,1.64,2.08,0.88,42.1%,52.6%,51.6%,47.4%,4.82
237,38wxu35uukjei8bvlsa29r5cl,251278,O. Mosquera,Orlando Mosquera,Goalkeeper,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,428758,Orlando,Mosquera,Goalkeeper,9,810,29,100.0%,0.33,0.56,0.11,0.00,0.00,0.44,0.11,-,-,0.00,0.00,0.00,18.5%,-,45.6%,4.78,22,right,0.00,0.00,0.00,0.11,Goalkeeper,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,8.00,0.00,0.11,8.11,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.11,0.33,0.00,0.11,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,32.0,0.00,0.00,7.56,0.00,7.56,0.11,17.22,19.67,18.44,36.44,27.78,70.8%,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,100.0%,100.0%,100.0%,1.78
238,5mx47tgy848kn9rhelvdjqad,140439,H. Elhamed,Hatem Elhamed,Left Centre Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,95478,Hatem,Elhamed,Left Centre Back,14,806,33,79.3%,3.24,0.67,0.11,0.00,3.24,3.13,1.67,40.0%,40.0%,0.56,6.92,0.00,70.1%,83.1%,11.4%,2.90,44,right,0.05,0.11,0.00,0.78,Left Centre Back,0.11,0.00,0.00,0.00,0.11,2.34,0.67,0.00,0.00,0.22,1.12,3.01,2.57,3.35,8.93,0.33,0.78,0.00,0.00,13.51,2.23,0.45,1.67,5.36,2.90,2.12,7.59,4.69,0.45,0.22,0.56,0.00,0.00,0.00,0.00,0.89,66.7%,1.34,18.5,2.57,2.68,17.31,3.35,7.37,4.47,15.97,40.65,34.06,64.54,46.00,88.3%,76.7%,0.45,0.11,0.03,0.22,0.05,0.56,0.67,0.33,50.0%,62.5%,70.6%,78.9%,6.59
