Player,Age,Passport country,Position,League,Minutes played,Assists per 90,Back passes per 90,Crosses per 90,Crosses to goalie box per 90,Deep completed crosses per 90,Deep completions per 90,Defensive duels per 90,Dribbles per 90,Duels per 90,Forward passes per 90,Goals,Goals per 90,Interceptions per 90,Key passes per 90,Long passes per 90,Matches played,Passes per 90,Passes to final third per 90,Passes to penalty area per 90,Progressive passes per 90,Progressive runs per 90,Received long passes per 90,Received passes per 90,Second assists per 90,Shot assists per 90,Shots blocked per 90,Shots per 90,Sliding tackles per 90,Successful attacking actions per 90,Successful defensive actions per 90,Through passes per 90,Touches in box per 90,xA,xA per 90,xG,xG per 90
T. Lauritsen,25,Norway,CF,Holland 1,2380,0.04,2.46,0.57,0.15,0.15,0.83,2.42,1.59,32.11,3.03,8,0.3,2.04,0.19,0.38,26,13.88,1.4,0.91,1.47,0.57,2.46,8.05,0.08,0.15,0.11,2.23,0.26,2.16,3.63,0.23,3.37,0.57,0.02,10.42,0.39
A. Gouiri,23,"France, Algeria",CF,France 1,2150,0.04,7.87,0.59,0.13,0.29,1.3,4.4,3.27,19.8,3.68,10,0.42,1.72,0.46,0.59,28,24.2,1.42,1.55,1.93,1.51,1,18.33,0.08,0.92,0.13,2.13,0.29,3.1,4.48,0.25,3.56,2.87,0.12,9.65,0.4
S. van Hooijdonk,23,Netherlands,CF,Holland 1,2030,0.04,5.32,0.49,0,0.22,0.53,2.17,1.06,17.91,3.24,10,0.44,1.29,0.18,0.53,25,17.33,1.37,0.8,1.64,0.53,2.13,12.9,0,0.49,0.13,2.39,0.04,1.73,2.44,0.22,3.72,1.39,0.06,10.33,0.46
D. David,27,Israel,"CF, LW, LAMF",Ligat Haal,2219,0.04,4.75,1.22,0.08,0.32,1.26,2.56,2.56,14.8,4.02,10,0.41,1.58,0.41,0.85,36,19.18,1.62,1.87,2.6,1.01,1.62,15.09,0.08,0.69,0.08,2.23,0.08,2.72,3.12,0.28,4.5,1.37,0.06,10.96,0.44
R. Jurišić,21,Croatia,"LB, LWB",Austria 1,584,0.15,3.39,1.54,0,0.62,0.62,5.39,1.85,13.56,12.95,0,0,7.24,0.46,2.77,6,27.59,4.78,2,6.16,1.54,0.31,15.41,0,0.62,0.31,0.31,0.15,1.85,10.79,0.46,0.92,0.5,0.08,0.23,0.04
R. Benatelli,31,"Germany, Italy","DMF, RCMF",Austria 1,794,0.11,8.95,0.68,0.11,0.57,0.11,4.87,0.91,12.7,13.94,0,0,4.87,0.23,1.81,15,54.18,5.89,0.79,6.57,1.02,0.57,35.59,0,0.57,0.23,0.34,0.79,1.36,9.07,0.11,0.68,0.35,0.04,0.41,0.05
S. Ahmadov,23,Azerbaijan,"LB, RB",Azerbaijan 1,2021,0.04,4.85,3.25,0.36,1.34,0.53,8.91,2.32,18.17,11.58,0,0,4.72,0.31,3.47,28,34.38,3.92,3.43,8.28,2.18,2.49,22.22,0,0.58,0.09,0.8,0.67,2.49,10.78,0.49,1.2,1.09,0.05,1.06,0.05
M. Murata,23,Japan,"RCMF, LCMF",Azerbaijan 1,1455,0.06,9.22,0.74,0,0.37,0.62,6.56,1.3,14.1,14.29,0,0,2.23,0.37,2.54,16,49.11,5.94,1.92,7.3,0.37,0.62,36.49,0,0.68,0.19,0.56,0.43,1.05,6.56,0.8,0.62,1,0.06,0.49,0.03
C. Amirli,26,Azerbaijan,RB,Azerbaijan 1,2857,0.03,4,1.89,0.33,0.55,0.23,9.79,2.34,18.54,12.91,0,0,4.75,0.13,3.77,33,28.1,4.23,1.85,6.67,1.89,1.43,16.07,0,0.13,0.26,0.26,0,2.15,11.38,0.49,0.49,0.26,0.01,0.23,0.01
P. Stasyuk,28,Ukraine,"LB, RB",Azerbaijan 1,2686,0.03,5.37,3.81,0.49,1.21,0.35,6.86,2.11,15.25,12.76,0,0,4.82,0.42,3.78,30,32.1,4.33,3.43,7.97,1.28,1.35,19.69,0,0.66,0.21,0.28,0.1,2.7,9.12,0.45,0.62,2.38,0.08,0.49,0.02
L. Willen,19,Belgium,LCB,Belgium 1,1370,0.07,2.36,0.07,0.07,0,0.26,8.01,0.66,16.03,16.29,0,0,4.73,0.07,5.58,17,33.83,5.32,0.33,8.41,2.04,0.26,20.69,0,0.07,0.33,0.07,0.07,0.59,10.97,0.26,0.39,0.36,0.02,0.16,0.01
W. Pacho,21,Ecuador,LCB,Belgium 1,2926,0.03,4.68,0.03,0,0.03,0.31,6.21,0.28,13.35,22.7,0,0,5.01,0.03,7.32,31,62.99,5.38,0.8,9.29,0.25,0.62,44.63,0.03,0.09,0.62,0.09,0.22,0.25,9.81,0.95,0.37,0.29,0.01,0.22,0.01
D. Ouedraogo,24,"France, Burkina Faso","LCB, LB",Belgium 1,1264,0.07,3.84,0.93,0.07,0.36,0.21,7.83,0.21,15.02,19.44,0,0,4.98,0.14,6.62,20,42.22,5.84,1.42,8.4,0.28,1.5,29.83,0,0.36,0.36,0.36,0.5,0.57,10.47,0.93,0.5,0.67,0.05,0.53,0.04
A. van Hoorenbeeck,24,Belgium,"LB, LCB",Belgium 1,1836,0.05,6.18,0.88,0.1,0.34,0.34,7.5,0.25,15.98,20.49,0,0,5.69,0.25,5.59,24,46.37,5.59,1.18,9.8,0.98,0.78,32.16,0.05,0.25,0.34,0.15,0.1,0.49,10.69,0.44,0.64,0.51,0.03,0.22,0.01
I. Christie-Davies,25,"England, Wales","LCMF, RW, LDMF",Belgium 1,1419,0.06,5.84,1.14,0.13,0.32,0.95,7.93,1.59,18.27,13.89,0,0,3.74,0.25,2.79,23,36.28,4.19,1.9,6.22,1.9,0.82,23.78,0,0.63,0.32,0.51,0.13,1.71,8.37,1.01,1.14,0.89,0.06,0.24,0.02
T. Rapnouil,22,France,LB,Bulgaria 1,1033,0.09,3.92,1.74,0.09,0.7,0.44,7.93,1.57,16.21,15.51,0,0,4.88,0.17,3.14,15,35.37,3.57,1.74,8.19,0.78,1.92,21.96,0,0.44,0.35,0.26,0.44,1.83,10.54,0.35,0.61,1,0.09,0.38,0.03
M. Achkov,23,Bulgaria,LB,Bulgaria 1,1614,0.06,3.35,1.78,0.28,0.33,0.67,8.64,1.95,17.68,15,0,0,4.57,0.39,4.52,24,33.68,4.74,1.95,7.25,1.17,2.34,23.75,0,0.61,0.11,0.39,0.78,1.67,10.93,0.33,0.45,1.52,0.08,0.52,0.03
A. Ramadan,24,Bulgaria,"RCMF, LW, LCMF",Bulgaria 1,1269,0.07,6.74,2.27,0.07,0.57,0.35,8.09,2.62,19.15,13.26,0,0,2.27,0.14,3.69,24,39.08,7.45,2.77,6.17,1.13,0.5,28.3,0,0.64,0.14,0.92,0.35,2.13,7.59,0.85,1.13,0.56,0.04,1.17,0.08
A. Belousov,25,Moldova,"RB, RWB",Bulgaria 1,964,0.09,4.57,1.59,0.28,0.37,0.75,7.28,2.99,17.18,11.86,0,0,4.29,0.47,1.87,15,27.63,4.2,1.96,5.79,1.31,2.24,18.39,0.09,0.65,0.09,0,0.28,2.33,8.78,0.37,0.93,0.59,0.06,0,0
Steeve Furtado,28,"France, Cape Verde Islands",RB,Bulgaria 1,1993,0.05,5.64,2.53,0.32,0.63,0.54,5.64,1.22,11.7,17.48,0,0,5.46,0.18,3.75,26,41.18,6.82,2.71,9.39,1.99,2.03,29.4,0.14,0.45,0.27,0.18,0.41,1.63,8.9,0.59,0.36,1.19,0.05,0.08,0
D. Lozev,29,Bulgaria,RB,Bulgaria 1,1879,0.05,5.26,2.46,0.14,0.77,0.19,8.74,2.51,17.77,14.24,0,0,3.72,0.19,4.15,24,31.29,5.7,2.41,7.19,0.92,1.69,20.67,0,0.43,0.14,0.14,1.26,2.8,10.82,0.53,0.48,0.77,0.04,0.01,0
Octávio,29,"Brazil, Spain","LCMF, RCMF, AMF",Bulgaria 1,1849,0.05,8.99,1.92,0.1,0.76,0.91,5.91,3.89,21.01,14.95,0,0,2.63,0.66,4.29,30,44.6,8.23,3.48,8.74,2.32,0.91,31.06,0.1,1.26,0.05,0.96,0.3,4.24,6.57,1.46,1.16,2.77,0.14,1.58,0.08
I. Lawrence,21,Costa Rica,LB,Costa Rica 1,1080,0.08,5.67,4.17,0.58,1.33,0.5,8.25,3.25,18.58,13.75,0,0,4.58,0.25,4.17,15,35.83,3.75,3.5,8.42,1.75,1.75,22,0.08,0.58,0.42,0.5,0.42,3.42,10.58,0.33,1.08,0.57,0.05,0.28,0.02
J. Hadden,25,Costa Rica,"CB, DMF, RCB",Costa Rica 1,1281,0.08,2.72,0.83,0.08,0.23,0.53,5.44,1.06,13.83,11.03,0,0,3.93,0,3.32,25,28.19,3.25,1.13,4.99,1.13,0.91,17.98,0,0.23,0.3,0.3,0,0.76,7.56,0.45,0.53,0.02,0,0.29,0.02
J. Leiva,30,Costa Rica,"RCB, DMF, RCMF",Costa Rica 1,850,0.11,3.71,0.64,0,0.42,0.21,9,1.16,24.25,17.68,0,0,5.19,0.11,6.99,14,37.59,7.52,0.95,8.79,0.64,0.21,22.34,0,0.42,0.53,0.64,0.74,1.06,12.71,1.06,0.64,0.41,0.04,0.75,0.08
A. Smakaj,20,"Croatia, Kosovo","RDMF, DMF, LCMF",Croatia 1,464,0.19,5.04,0.39,0,0.39,0.39,5.63,0.58,15.71,13.77,0,0,2.91,0.39,2.52,9,38.21,6.01,1.36,5.24,0.39,0.19,26.57,0,0.39,0.39,0.58,0.39,0.58,7.18,0.39,0.58,0.38,0.07,0.15,0.03
M. Vojtko,22,Slovakia,LB,Croatia 1,1255,0.07,4.09,3.66,0.29,0.79,0.43,7.17,1.08,15.49,14.84,0,0,3.73,0.22,6.1,19,32.77,5.67,3.23,9.47,1.36,1.43,21.73,0,0.93,0.22,1.22,0.29,2.01,8.39,0.22,0.93,1.42,0.1,0.98,0.07
M. Ndockyt,24,Congo,"RAMF, RW",Croatia 1,1032,0.09,6.02,2.44,0.17,0.87,0.52,6.02,4.01,19.88,7.94,0,0,3.49,0.44,2.62,21,30.09,4.01,2.35,6.02,1.4,1.66,18.58,0,0.96,0.09,1.66,0.44,3.4,7.59,0.52,1.31,1.26,0.11,0.93,0.08
A. Hiroš,26,Bosnia and Herzegovina,"LWF, LCMF, AMF",Croatia 1,454,0.2,6.54,0.99,0,0.2,0.4,5.75,4.16,21.21,8.72,0,0,2.78,0,1.98,13,27.75,4.96,0.79,5.15,0.59,0.4,19.63,0,0.99,0,1.59,0.4,3.96,6.34,0.79,1.39,0.98,0.19,0.73,0.14
K. Pileas,24,Cyprus,LB,Cyprus 1,1139,0.08,2.53,4.9,0.24,1.34,0.24,7.35,1.58,14.14,13.83,0,0,5.85,0.47,8.22,16,32.63,5.45,4.42,10.27,1.03,1.11,21.02,0,1.19,0.08,1.03,0.16,2.61,10.04,0.79,0.55,1.43,0.11,0.74,0.06
A. Frangos,26,Cyprus,"LDMF, LCMF, RDMF",Cyprus 1,1052,0.09,5.9,0.26,0,0,0.17,7.27,1.03,16.08,12.06,0,0,4.36,0,4.71,20,38.84,5.48,0.68,6.42,0.51,0.17,26.78,0.09,0.26,0.6,0.51,0.94,1.03,9.67,0.68,0.51,0.28,0.02,0.15,0.01
P. Psaltis,26,Cyprus,RB,Cyprus 1,835,0.11,3.34,2.37,0,0.43,0.11,9.38,1.83,18.97,12.83,0,0,6.04,0.32,2.26,11,26.41,3.56,1.4,6.25,1.4,0.86,15.84,0,0.54,0.32,0.43,0.65,1.62,13.04,0,1.19,0.35,0.04,0.43,0.05
R. Rosales,34,"Venezuela, Spain",RB,Cyprus 1,1687,0.05,5.98,3.84,0.59,1.6,0.53,8.96,1.28,16.86,18.35,0,0,4.11,0.48,6.72,22,44.44,7.58,4.69,11.52,0.85,2.45,33.98,0.05,1.01,0.16,0.85,0.48,2.45,10.19,0.69,1.07,2.02,0.11,0.97,0.05
J. Puncheon,36,"England, Jamaica","RCMF, LCMF, LDMF",Cyprus 1,892,0.1,5.15,0.3,0,0.1,1.01,7.37,1.41,16.95,15.13,0,0,3.33,0.4,4.74,15,40.86,7.67,1.31,6.96,1.61,0.2,24.92,0,1.11,0.3,1.01,0.61,1.31,7.87,1.01,0.81,1.67,0.17,0.38,0.04
E. Marxen,32,Denmark,"LCB, LB, CB",Denmark1,611,0.15,5.01,1.18,0,0.59,0.59,4.12,0.29,14.88,16.94,0,0,4.86,0.15,6.04,19,47.73,5.6,1.62,8.4,0.15,0.74,36.38,0,0.29,0.44,0.44,0,0.59,7.95,0.59,1.18,0.35,0.05,0.16,0.02
M. Busi,23,Belgium,"RWB, RB, LB",France 1,718,0.13,4.51,2.26,0.13,0.75,0.38,9.03,2.51,19.55,12.91,0,0,4.39,0.13,5.01,14,35.1,5.89,2.51,7.9,1.88,1.5,23.19,0,0.5,0.38,0.38,0,2.13,9.65,0.63,0.63,0.37,0.05,0.08,0.01
J. Lotomba,24,"Switzerland, Congo DR","RB, LB",France 1,2044,0.04,7,1.72,0.18,0.4,0.48,7.31,3.7,19.29,14.44,0,0,4.98,0.31,2.64,26,40.6,4.23,1.81,6.34,2.82,1.23,29.85,0,0.48,0.44,0.35,0.31,3.08,9.55,0.35,0.44,0.95,0.04,0.48,0.02
R. Pierre-Gabriel,24,"France, Martinique","RWB, RB, RCB",France 1,714,0.13,6.81,3.03,0.25,0.63,0.13,8.82,2.77,19.79,13.24,0,0,4.03,0.38,2.65,14,38.32,5.55,2.02,7.82,1.76,2.77,27.98,0,0.38,0.38,0.38,0.25,3.03,9.58,0.13,1.13,0.28,0.04,0.36,0.04
S. Corchia,32,"France, Italy","RB, LB",France 1,871,0.1,4.75,3.82,0.62,0.83,0.41,7.44,3.51,17.98,11.16,0,0,5.58,0.21,3.72,22,30.79,3.41,3.1,6.3,1.24,1.76,20.25,0.21,0.41,0.41,0.52,0.52,3,9.61,0.31,0.93,0.37,0.04,0.13,0.01
F. Ogier,34,France,"LCB, RCB",France 1,1414,0.06,3.18,0.32,0,0.06,0.13,4.65,0.38,10.5,22.09,0,0,4.9,0.06,7.19,20,44.87,5.92,0.89,9.1,0.32,0.83,31.06,0,0.13,0.57,0.19,0.45,0.38,8.34,0.64,0.32,0.51,0.03,0.34,0.02
A. Sbaï,22,"France, Morocco","LAMF, AMF, LCMF",France 2,812,0.11,3.1,1.44,0.78,0.33,0.67,5.1,7.65,19.17,8.76,0,0,2,0.78,2.55,17,25.27,5.65,2,4.99,3.88,1.44,18.62,0,1.66,0.11,1,0.11,4.54,4.88,1.33,2.33,3.07,0.34,0.41,0.04
E. Mahmoud,22,"France, Algeria","RWF, RW, LWF",France 2,818,0.11,5.5,4.4,0.55,1.76,0.77,11.22,8.14,29.82,9.02,0,0,2.53,0.55,1.87,25,34.11,3.63,3.85,6.27,4.4,2.2,24.76,0,0.88,0,0.88,0.66,6.27,10.34,0.66,1.76,1.16,0.13,0.18,0.02
A. Linguet,23,France,RB,France 2,2069,0.04,4.65,1.96,0.3,0.3,0.35,6.96,2.22,17.36,14.62,0,0,5.96,0.22,3.18,24,33.23,4.87,2.17,7.57,1.22,1.13,22.05,0,0.39,0.35,0.04,0.09,1.74,10.7,0.43,0.26,0.38,0.02,0.11,0
P. Burner,26,"Martinique, France",LB,France 2,2005,0.04,4.71,1.44,0.09,0.67,0.58,5.66,2.51,14.41,16.88,0,0,5.39,0.27,5.7,26,36.94,5.84,2.24,8.98,1.93,1.3,25.36,0.04,0.4,0.13,0.58,0.49,2.38,9.74,0.81,0.54,0.9,0.04,0.68,0.03
A. Monfray,32,"France, Algeria","RCB, CB",France 2,2368,0.04,2.93,0.04,0,0.04,0.04,7.18,0.53,14.59,23.03,0,0,6.92,0.04,4.67,25,59.44,4.1,0.27,9.24,0.23,0.34,37.47,0,0.04,0.53,0.65,0.27,0.65,12.09,0.23,0.65,0.29,0.01,2.19,0.08
I. Traoré,36,"France, Côte d'Ivoire",RCB,France 2,1762,0.05,1.38,0,0,0,0.05,4.24,0.26,8.33,14,0,0,5.16,0,2.96,20,47.5,2.3,0.1,3.73,0.15,0.36,33.05,0,0,0.56,0.1,0,0.2,8.02,0.31,0.26,0,0,0.23,0.01
S. Gnaka,24,Côte d'Ivoire,LCB,Germany 2,2622,0.03,6.42,0.14,0,0,0.34,5.49,1.06,13.9,22.04,0,0,4.53,0.03,4.7,32,56.84,6.76,1.06,10.81,1.2,0.51,40.85,0.03,0.27,0.41,0.55,0.07,0.96,8.27,0.65,0.45,0.39,0.01,0.68,0.02
B. Mazikou,27,"France, Congo",LB,Greece 1,2110,0.04,6.78,1.36,0.17,0.47,0.43,6.14,1.88,16.25,15.57,0,0,5.76,0.47,2.13,28,41.8,4.95,1.28,7.25,1.19,1.11,31.48,0,0.73,0.43,0.21,0.26,1.92,10.11,0.21,1.07,1.87,0.08,0.18,0.01
J. Une Larsson,29,Sweden,RCB,Greece 1,2969,0.03,1.85,0.03,0,0,0.09,4.43,0.03,9.28,14.31,0,0,4.49,0.03,5.34,31,40.23,3.94,0.3,6.34,0.42,0.27,28.28,0,0.03,0.58,0.09,0.12,0.06,7.88,0.45,0.24,0.53,0.02,0.28,0.01
Francisco Conceicão,20,Portugal,"RWF, RW",Holland 1,523,0.17,9.29,4.3,1.03,0.86,3.44,8.26,10.5,29.25,6.54,0,0,1.72,0.69,0.52,15,36.65,0.52,5.85,4.99,5.85,1.89,27.53,0.17,1.03,0,2.07,1.2,7.4,7.23,0.34,6.2,1.07,0.18,1.36,0.23
D. Proper,21,Netherlands,"LDMF, RDMF",Holland 1,2284,0.04,6.94,0.16,0,0.04,0.47,6.66,1.54,16.27,11.03,0,0,3.86,0.28,2.25,25,41.02,5.4,0.71,5.16,0.35,0.24,28.73,0.04,0.67,0.12,0.55,0.99,0.95,8.94,0.43,1.02,0.5,0.02,2.16,0.09
E. Llansana,21,"Spain, Netherlands","RCMF, LDMF, RDMF",Holland 1,1009,0.09,5.62,0.36,0,0.09,0.36,10.61,1.69,20.78,12.22,0,0,4.46,0.27,2.5,15,36.39,5.44,0.8,5.17,1.16,0.09,22.66,0,0.45,0.27,0.62,1.61,1.69,12.84,0.62,0.36,0.53,0.05,0.42,0.04
M. Eerdhuijzen,22,Netherlands,LCB,Holland 1,662,0.14,2.85,0.82,0,0,0.68,7.07,0.27,15.63,17.95,0,0,6.53,0.54,6.66,18,53.97,5.44,1.22,9.11,0.82,0.41,39.56,0,0.68,0.82,0,0,0.27,11.83,0.68,0.54,0.7,0.09,0,0
G. Cox,25,England,LB,Holland 1,1995,0.05,4.78,2.21,0.27,0.77,0.32,6.99,1.08,13.4,13.13,0,0,4.78,0.05,5.64,23,30.09,4.6,1.71,6.54,0.81,1.76,20.17,0,0.54,0.63,0.68,0.41,1.26,9.43,0.54,0.86,1.84,0.08,0.51,0.02
R. Handa,21,Japan,RB,Japan 1,1226,0.07,6.39,0.95,0.07,0.37,0.59,7.19,0.95,15.93,13.29,0,0,5.29,0.22,3.16,14,37.07,4.4,1.39,7.19,0.88,1.54,25.91,0.07,0.51,0.15,0.37,1.03,1.17,10.94,0.44,1.17,0.7,0.05,0.31,0.02
K. Sato,23,Japan,LB,Japan 1,1025,0.09,3.16,2.11,0.35,1.14,0.61,10.01,2.72,21.95,12.38,0,0,6.06,0.26,5.27,12,28.54,3.78,2.46,7.81,1.32,0.79,15.98,0.18,0.7,0.18,1.14,0.53,2.37,12.38,0.35,0.88,1.04,0.09,0.44,0.04
K. Tsukagawa,28,Japan,"LCMF, RAMF, AMF",Japan 1,502,0.18,8.61,0.72,0,0.36,0.72,6.99,1.61,26.18,8.78,0,0,2.69,0.18,1.25,10,34.24,2.87,1.97,4.66,0.18,1.79,22.23,0,0.54,0,0.72,0.54,1.08,6.63,0.18,0.9,0.22,0.04,0.18,0.03
E. Masalha,23,Israel,"LB, RCMF",Liga Leumit,1433,0.07,4.29,2.55,0.2,0.67,0.67,10.25,1.61,23.92,13.4,0,0,5.7,0.27,4.22,25,33.84,5.56,2.81,7.57,1.01,1.54,20.77,0.07,0.34,0.27,0.94,1.07,2.01,13.47,0.54,0.54,0.44,0.03,0.46,0.03
S. Borodin,24,Russia,LCB,Ligat Haal,1154,0.08,1.4,0,0,0,0.08,4.29,0,8.58,17.78,0,0,5.38,0.08,4.21,13,51.16,4.84,0.39,6.16,0.55,0.23,37.05,0,0.08,1.4,0.31,0.31,0.08,8.66,0.31,0.55,0.1,0.01,0.59,0.05
D. Azurel,25,Israel,LB,Ligat Haal,808,0.11,5.9,2.9,0.11,0.45,0.45,8.13,2,15.71,12.25,0,0,3.9,0.11,4.68,14,39.99,3.9,3.68,7.91,1.34,2,29.52,0,0.33,0,0.22,0.33,1.45,9.02,0.89,0.67,0.23,0.03,0.12,0.01
J. Mbong,25,Malta,"RWB, LW, AMF",Ligat Haal,933,0.1,4.34,2.7,0.29,0.1,1.35,7.14,3.38,23.83,8.3,0,0,3.86,0.29,1.83,15,26.72,4.15,2.6,5.31,2.51,1.06,19.2,0,0.87,0.29,1.06,0.48,2.8,8.59,1.06,1.93,1.11,0.11,0.47,0.04
E. Tibi,35,Israel,"LCB, RCB",Ligat Haal,1916,0.05,3.52,0,0,0,0.05,4.42,0.61,10.15,18.04,0,0,5.12,0,4.6,25,47.44,4.23,0.14,6.81,0.99,0.23,32.46,0,0,0.66,0.23,0.28,0.47,8.74,0.09,0.19,0,0,0.81,0.04
A. Sánchez,20,Peru,"RCB, LCB",Peru 1,1171,0.08,1.46,0.38,0.15,0.15,0.15,5.07,0.85,12.45,12.91,0,0,3.3,0.08,5.3,12,22.37,3.15,0.69,7.3,0.08,0.38,10.76,0,0.08,0.46,0.46,0.23,0.61,6.84,0.23,0.69,0.2,0.02,0.24,0.02
D. Caro,24,Peru,"LB, LWB",Peru 1,1017,0.1,3.3,1.65,0.49,0.39,0.19,8.45,1.65,18.06,9.71,0,0,3.98,0.39,3.2,14,23.4,4.27,1.65,4.56,0.97,0.68,14.95,0,0.68,0.19,0.1,1.17,0.78,10.49,0.49,0.58,1.02,0.1,0.05,0
C. Velarde,24,Peru,"RDMF, RCMF, LCMF",Peru 1,431,0.21,2.3,1.25,0,0.63,0.63,7.1,1.46,19.84,11.48,0,0,3.97,0.63,3.76,10,26.94,5.43,2.71,4.8,0.42,0.21,13.36,0,1.04,0.21,1.25,0.63,1.88,9.4,1.04,1.25,0.51,0.11,0.53,0.11
W. Corozo,24,Ecuador,"LW, LWF, CF",Peru 1,421,0.21,4.7,2.35,0.21,0.64,0.43,4.28,4.49,19.88,5.56,0,0,1.07,0.21,0.43,12,26.94,1.07,2.35,2.78,2.78,2.35,22.23,0,0.64,0,1.07,0.21,4.06,3.63,0.21,1.92,0.15,0.03,0.35,0.08
R. Lagos,27,Peru,LB,Peru 1,1115,0.09,2.72,2.63,0.44,1.05,0.88,6.67,0.97,11.33,14.58,0,0,4.39,0.53,4.74,14,30.47,5.36,3.51,7.9,0.53,1.58,21.78,0.18,1.05,0.35,0.53,0.88,1.84,9.83,1.14,0.61,2.02,0.18,0.16,0.01
J. Ballón,35,Peru,"DMF, RCMF, RDMF",Peru 1,1255,0.08,4.4,0.23,0.08,0.23,0.08,5.33,0.54,10.97,9.35,0,0,3.63,0.15,1.85,13,34.38,3.86,0.46,4.4,0.23,0.08,22.71,0,0.23,0.23,0.08,0.46,0.54,7.26,0.23,0.15,0.3,0.02,0.03,0
Romário Baró,23,"Guinea-Bissau, Portugal","RCMF, RW",Portugal 1,1005,0.09,5.1,0.18,0,0.09,0.99,5.91,2.96,20.87,7.52,0,0,2.87,0.36,0.9,18,24.63,3.22,1.34,4.03,1.43,0.45,16.93,0,0.72,0.09,0.99,0.54,2.6,6.45,1.25,0.9,0.74,0.07,0.41,0.04
Vítor Gomes,35,Portugal,"RCMF, DMF",Portugal 1,876,0.1,7.81,0.21,0,0,0.51,4.01,0.62,10.17,19.21,0,0,4.62,0.51,4.42,20,52.81,10.58,1.64,8.01,0.1,0.21,39.55,0.1,0.62,0.21,0.31,0.21,0.72,7.29,2.05,0.1,0.49,0.05,0.08,0.01
Diogo Cornélio,21,Portugal,"AMF, RW, RCMF",Portugal 2,419,0.21,6.87,3.22,0.21,0.64,0.86,7.09,1.5,17.61,7.09,0,0,2.36,0.43,2.58,15,28.35,4.08,3.65,4.3,0.86,1.29,19.33,0,1.07,0.21,0.86,1.07,2.58,6.44,0.21,0.86,0.54,0.12,0.51,0.11
Ângelo Meneses,29,Portugal,RCB,Portugal 2,1988,0.05,0.72,0.32,0.05,0,0.23,6.75,0.14,15.39,14.26,0,0,5.21,0.09,7.61,22,29.38,6.29,0.86,6.61,0.81,0.41,18.74,0,0.14,0.5,0.36,0.59,0.18,10.64,0.27,0.91,0.65,0.03,0.66,0.03
João Miguel,29,Portugal,"LCB, RCB",Portugal 2,2342,0.04,1.61,0.04,0,0.04,0.08,3.88,0,10.41,21.94,0,0,5.57,0.04,4.73,24,48.69,4.42,0.27,8.38,0.38,0.46,35.51,0,0.04,0.38,0.46,0.12,0.12,8.45,0.35,0.77,0.21,0.01,1.33,0.05
Fábio Espinho,37,Portugal,"LW, LCMF, AMF",Portugal 2,924,0.1,12.27,2.05,0.1,0.68,0.88,4.77,1.66,13.05,11.1,0,0,2.53,0.39,3.12,19,44.51,5.36,2.53,6.82,1.07,2.44,34.97,0,1.56,0,1.66,0.1,2.63,5.26,0.88,1.56,1.58,0.15,0.99,0.1
A. Tîrcoveanu,25,Romania,"RCMF, AMF",Romania 1,791,0.11,9.79,1.02,0.11,0.46,1.02,4.1,3.64,20.82,9.67,0,0,1.59,0.11,3.3,19,35.39,5.01,2.05,6.03,1.25,0.57,24.12,0,1.25,0.11,1.37,0.23,2.5,4.21,1.37,1.59,0.74,0.08,0.72,0.08
F. Ștefan,27,Romania,LB,Romania 1,893,0.1,4.23,4.33,0.3,1.61,1.11,7.26,1.11,14.82,17.13,0,0,5.14,0.2,6.45,13,39.71,6.65,4.64,10.18,1.21,1.71,28.82,0,0.6,0.2,0.91,0.71,2.22,10.58,0.4,0.71,0.58,0.06,0.22,0.02
K. Boli,31,"France, Côte d'Ivoire","LCB, RCB",Romania 1,1815,0.05,3.42,0.1,0,0.1,0.1,4.81,0.35,12.45,15.87,0,0,6.2,0.05,3.17,25,41.31,2.98,0.2,6.35,0.94,0.25,27.02,0,0.05,0.84,0.05,0.3,0.4,9.57,0.05,0.1,0.14,0.01,0.09,0
A. Vlad,33,Romania,"LWB, LB",Romania 1,629,0.14,6.3,1.72,0.14,0.57,0.72,5.87,0.57,10.87,8.01,0,0,2.43,0.14,3.15,14,33.62,2.72,2.43,5.87,1.29,2.15,24.61,0,0.72,0,0.29,0.57,1.14,6.15,0.29,0.57,0.39,0.06,0.16,0.02
L. Gagnidze,20,Georgia,"RCMF, LCMF",Russia 1,1256,0.07,5.52,1,0.07,0.21,0.64,8.96,2.51,22.07,8.03,0,0,4.59,0.36,2.22,20,30.81,2.79,1.79,3.58,1.22,0.5,20.28,0.07,0.64,0.07,0.86,0.36,1.79,10.39,0.5,0.86,0.49,0.04,0.72,0.05
K. Bozhenov,22,Russia,"RWB, RB",Russia 1,612,0.15,6.18,2.35,0.15,0.74,0.44,9.71,1.47,19.12,9.85,0,0,4.12,0.15,3.53,11,31.03,3.68,2.06,7.5,0.74,1.91,20.29,0,0.44,0,0.44,0.74,1.32,10.59,0.15,0.88,0.74,0.11,0.35,0.05
E. Dasa,30,"Israel, Ethiopia",RB,Russia 1,1804,0.05,5.19,4.19,0.6,1.65,1.2,5.59,2.25,12.97,17.56,0,0,3.59,0.5,5.84,22,42.26,8.08,4.94,12.12,2.05,2.34,30.93,0.05,0.75,0.2,0.5,0.25,3.09,7.08,1.15,0.7,2.7,0.13,0.14,0.01
