Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
346,1j835btnkq15067iuoe5teuvp,123280,R. Janga,Rangelo Janga,Centre Forward,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,88255,Rangelo,Janga,Centre Forward,5,166,32,100.00%,0.54,0,0,0.54,2.17,1.63,0,0.00%,-,0,12.47,0,62.50%,56.50%,0.00%,0,34,right,0.24,0.54,0,3.8,Centre Forward,0,0,0,0,0,0,0,0,0,1.63,2.71,0.54,5.42,7.05,13.01,0.54,2.17,0,0,8.67,9.22,3.25,5.96,9.22,14.1,9.22,18.43,4.34,0.54,0,0,0,0,0,0,0.54,50.00%,1.08,11.9,3.25,4.88,14.1,4.88,1.63,1.63,7.05,17.89,14.1,39.04,24.4,73.30%,66.70%,0.54,0,0.01,0,0.24,1.63,1.63,0,0.00%,-,50.00%,64.70%,3.8
348,9o15d6wvjtvb6s5dgbse3zpck,,I. Zada,Itay Zada,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549492,Itay,Zada,Centre Forward,8,161,21,50.00%,1.12,1.12,0,1.12,3.35,0,0.56,0.00%,0.00%,3.35,19.57,0,61.10%,63.00%,17.10%,1.68,23,,0.09,0,0,0.56,Centre Forward,0,0,0,0,0.56,0,1.12,0,1.12,1.12,1.68,0.56,9.5,6.71,16.77,1.12,2.24,0.56,0.56,10.06,7.83,3.91,0.56,3.91,9.5,4.47,11.74,2.24,1.12,0,3.35,0,0,0,0.56,1.12,28.60%,3.91,15.4,5.03,12.86,16.77,8.39,1.68,2.24,3.91,12.86,20.12,36.89,19.57,65.70%,64.30%,1.12,0,0.03,0,0.09,1.12,1.68,0,0.00%,50.00%,33.30%,12.50%,5.59
349,79m5qu100wnfm1yncw9fnw7sa,,S. Mazal,Shavit Mazal,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512557,Shavit,Mazal,Centre Forward,2,155,22,75.00%,2.32,0,0,0,0.58,0.58,1.74,0.00%,-,0,11.61,0,83.30%,80.00%,4.00%,0,29,,0.2,0.58,0,2.32,Centre Forward,0,0,0,0,0.58,0.58,0,0,0,1.74,0,1.16,4.65,5.23,11.03,0,3.48,0,0,4.65,9.29,2.32,2.32,4.06,9.29,4.65,13.35,4.06,0,0,0,0,0,0,0,0,0.00%,0.58,11.7,2.9,7.55,6.39,3.48,0.58,0,1.74,9.87,12.19,28.45,14.52,68.00%,83.30%,0,0,0.01,0,0.2,1.74,1.74,0,0.00%,20.00%,30.40%,50.00%,1.74
350,hon8dvxfmrt0aaobgbri0npw,,N. Tubul,Niv Tubul,Centre Forward,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631409,Niv,Tubul,Centre Forward,5,149,20,100.00%,0.6,0,0,0,2.42,0.6,3.02,-,0.00%,0.6,7.85,0,50.00%,66.70%,0.00%,0,16,,0.06,0,0,0.6,Centre Forward,0,0,0,0,0.6,0,0,0,0,0,0.6,0,2.42,4.83,7.25,0.6,0.6,0,0,5.44,4.23,2.42,1.21,4.83,5.44,3.62,9.06,3.62,0.6,0,0.6,0,0,0,0,0,0.00%,0.6,10.8,3.02,4.83,7.85,4.83,0.6,0,0.6,12.68,14.5,27.18,16.91,75.00%,62.50%,0.6,0,0.01,0,0.06,0,0.6,0,0.00%,33.30%,53.30%,33.30%,2.42
351,2da0kujwwgv9ts7unqmfhui8l,160921,D. Hocko,Deni Hocko,Central Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,126633,Deni,Hocko,Central Midfielder,3,146,29,62.50%,4.93,0,0,0,0.62,1.23,4.32,-,100.00%,0.62,8.01,0,85.70%,88.90%,3.20%,1.23,6,right,0.1,0,0,0.62,Central Midfielder,0,0,0,0,0,0,1.23,0,0,0,0.62,1.85,0.62,2.47,4.93,0,0.62,0.62,0.62,23.42,3.08,0.62,1.85,7.4,3.08,2.47,10.48,7.4,0,0.62,0.62,0,0,0,0,0.62,100.00%,0.62,14.1,5.55,2.47,27.12,6.78,4.93,4.32,14.79,53.63,52.4,73.36,57.33,93.50%,90.00%,0,0,0.04,0,0.1,0,0.62,0,0.00%,50.00%,70.60%,75.00%,4.32
352,cjtgbkc8ucy4oxfjocugt25ed,191050,S. Hasson,Sahar Hasson,Goalkeeper,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,215475,Sahar,Hasson,Goalkeeper,2,135,27,100.00%,2,0.67,0,0,0,0.67,0,-,-,0,0,0,28.60%,-,86.80%,4.67,41,,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,17.33,0,0,17.33,0,0,0,0,4.67,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,-,0,49.9,0,0,21.33,0,21.33,0,22.67,8,6,35.33,25.33,31.60%,-,0,0,0,0,0,0,0,0,-,-,100.00%,100.00%,0.67
353,893msm9pqu1ih4h4pbzbufidx,79642,B. Kayal,Beram Kayal,Central Defender,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,38490,Beram,Kayal,Central Defender,2,129,35,33.30%,2.09,0,0,0.7,4.19,0.7,1.4,-,0.00%,0.7,10.47,0,62.50%,87.50%,15.10%,5.58,7,right,0.09,0,0,0.7,Central Defender,0,0,0,0,0,1.4,1.4,0,0,0,0.7,4.88,2.09,9.07,16.05,0,2.09,0,0.7,19.53,2.79,0.7,4.88,6.98,3.49,5.58,9.77,6.28,0,0,0.7,0,0,0,0,0,-,0,21.3,5.58,2.79,27.91,6.98,16.74,6.28,23.02,50.23,43.95,73.95,64.88,77.40%,80.00%,0,0,0.02,0,0.09,0,2.09,0,0.00%,25.00%,71.40%,87.50%,9.07
354,7cs9d96m4f33hits577y18k4p,567741,O. Dadia,Or Dadia,Right Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,490977,Or,Dadia,Right Back,3,128,26,60.00%,7.03,0.7,0,0,0,1.41,4.22,-,-,0,7.03,0,75.00%,71.40%,18.00%,2.81,30,right,0,0,0,0.7,Right Back,0,0,0,0,0,2.11,0,0,0,0,0,9.14,3.52,4.22,16.88,0.7,0,0,0,8.44,4.92,1.41,0.7,5.63,1.41,2.11,10.55,9.14,0.7,0,0,0,0,0,0,0.7,33.30%,2.11,15.9,2.11,3.52,13.36,3.52,3.52,1.41,17.58,23.91,27.42,56.95,35.16,68.00%,60.00%,0.7,0,0.01,0,0,0,0,0,-,57.10%,53.30%,33.30%,1.41
355,6c8wnh7h754qbswsr4acdk8gl,100814,E. Golasa,Eyal Golasa,Central Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74393,Eyal,Golasa,Central Midfielder,6,127,32,50.00%,1.42,0.71,0,1.42,1.42,0.71,2.13,-,0.00%,0,17.01,0,81.00%,79.40%,5.70%,2.13,23,both,0.04,0,0,4.96,Central Midfielder,0,0,0,0,0,1.42,0.71,0,0,0,2.13,0.71,5.67,5.67,12.05,1.42,3.54,0.71,0.71,25.51,10.63,1.42,3.54,8.5,9.92,4.96,19.13,9.21,1.42,0,0.71,0,0,0,0.71,0.71,20.00%,3.54,15.9,8.5,9.21,30.47,9.92,6.38,7.09,11.34,31.89,31.18,54.57,37.56,84.90%,85.70%,1.42,0,0.08,0,0.04,0,0.71,0,0.00%,50.00%,44.40%,71.40%,5.67
356,1byv1d7s396h8byt7ioggpnca,,R. Laufer,Rony Laufer,Right Centre Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449821,Rony,Laufer,Right Centre Back,4,120,23,45.50%,8.25,0.75,0.75,0,0.75,4.5,3.75,-,-,0,0.75,0,42.90%,66.70%,24.40%,3,5,,0,0,0,2.25,Right Centre Back,0,0,0,0,1.5,3,0.75,0,0,0,1.5,7.5,0,1.5,9,0,0.75,0.75,0.75,6,7.5,1.5,2.25,8.25,2.25,3.75,15.75,13.5,0,0,0,0,0,0,0,0.75,100.00%,0.75,23.6,0,0,10.5,0,8.25,3.75,15,26.25,21,51.75,33.75,77.80%,-,0,0,0.01,0,0,0,0,0,-,22.20%,52.40%,60.00%,5.25
357,8rr96dsavz2jp1rj8fvmcg8ut,67627,S. Yeini,Sheran Yeini,Right Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,42636,Sheran,Yeini,Right Back,7,118,37,100.00%,0.76,1.53,0,0,4.58,0.76,3.05,0.00%,16.70%,4.58,38.14,0,85.40%,87.70%,9.20%,5.34,21,right,0.07,0,0,6.1,Right Back,0,0,0,0,0,5.34,1.53,0,0,0.76,0.76,3.81,11.44,4.58,19.83,1.53,3.05,0,0,54.92,7.63,1.53,1.53,5.34,5.34,3.05,12.97,7.63,1.53,0.76,4.58,0,0,0,0,0,-,0,17.6,21.36,28.98,62.54,25.17,12.97,20.59,35.85,79.32,76.27,119.75,90.76,87.40%,84.80%,1.53,0,0.16,0,0.07,0.76,0.76,0,0.00%,25.00%,41.20%,50.00%,7.63
358,cw1l79vyd7prm3zojk4tdb2z9,240615,D. Jan,Dor Jan,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,116798,Dor,Jan,Centre Forward,3,117,29,-,0,0,0,0.77,0.77,1.54,0,0.00%,-,0,9.23,0,83.30%,83.30%,0.00%,0,9,right,0.08,0.77,0,0,Centre Forward,0,0,0,0,0,0,0.77,0,0.77,1.54,0,0,1.54,3.85,5.38,0.77,1.54,0,0,7.69,1.54,0.77,0,0,1.54,0.77,1.54,0,0.77,0,0,0,0,0,0,0,0.00%,0.77,14,4.62,6.92,10.77,4.62,1.54,1.54,3.08,12.31,14.62,24.62,15.38,80.00%,100.00%,0.77,0,0.02,0,0.08,1.54,1.54,0,0.00%,-,0.00%,0.00%,2.31
358,abu8ty1fb2pscviow7wkbwfoq,594415,E. Shuranov,Erik Shuranov,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,513792,Erik,Shuranov,Centre Forward,4,117,22,-,0,0.77,0.77,0.77,0.77,0,0,0.00%,-,0,13.85,0,40.00%,41.70%,5.60%,0.77,19,,0.15,0.77,0,2.31,Centre Forward,0,0,0,0,0,0.77,0,0,0.77,0.77,0.77,0,6.92,3.08,10,0,3.08,0.77,0.77,3.85,4.62,1.54,0.77,3.08,5.38,2.31,7.69,2.31,0,0,0,0.77,0,0,0,1.54,100.00%,1.54,15.5,1.54,8.46,10,5.38,0.77,1.54,3.08,6.92,13.08,23.08,13.85,50.00%,28.60%,0,0,0,0,0.15,2.31,2.31,1.54,66.70%,0.00%,40.00%,33.30%,1.54
360,56durctv5ftmbu9zbmvy9jims,,A. Taha,Ahmad Taha,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590888,Ahmad,Taha,Central Midfielder,2,116,19,50.00%,3.1,1.55,0,0.78,4.66,0.78,1.55,-,-,0,10.09,0,69.20%,82.60%,15.50%,6.21,37,,0,0,0,0.78,Central Midfielder,0,0,0,0,0.78,0,0,0,0,0,0.78,1.55,2.33,6.21,10.09,0.78,0,0,0,18.62,3.1,0,0.78,4.66,3.1,0.78,7.76,4.66,0.78,0,0,0,0.02,0,0,1.55,100.00%,1.55,19.2,6.98,5.43,24.83,8.53,6.98,5.43,10.86,38.79,31.81,56.64,45,86.20%,81.80%,0.78,0,0.02,0,0,0,0,0,-,66.70%,60.00%,100.00%,6.98
361,eph31zikha9to522zxwnqcz1m,,S. Itach,Sapir Itach,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,606466,Sapir,Itach,Centre Forward,3,115,24,60.00%,3.91,0,0,0,0,8.61,0.78,-,-,0,0.78,0,0.00%,50.00%,28.00%,1.57,16,,0,0,0,0.78,Centre Forward,0,0,0,0,0,0.78,0,0,0,0,0,5.48,0.78,0.78,7.04,0,0,0,0,0.78,2.35,0.78,1.57,3.13,1.57,2.35,5.48,3.91,0,0,0,0,0,0,0,0.78,100.00%,0.78,24.5,0,0,5.48,0.78,3.91,0.78,8.61,12.52,13.3,33.65,19.57,64.00%,0.00%,0,0,0,0,0,0,0,0,-,0.00%,57.10%,66.70%,2.35
361,1f84523c1pdwgdur1lxfe2vis,,B. Zaarura,Basam Zaarura,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,548697,Basam,Zaarura,Central Midfielder,3,115,21,50.00%,1.57,1.57,0,0,2.35,0.78,0.78,0.00%,-,0,18.78,0,68.80%,78.60%,7.80%,2.35,6,,0.13,0.78,0,2.35,Central Midfielder,0,0,0,0,0.78,2.35,0.78,0,0,0.78,1.57,0.78,6.26,6.26,13.3,0.78,4.7,0,0,18,9.39,4.7,3.13,6.26,12.52,7.83,15.65,3.13,0.78,0,0,0,0,0,0.78,0.78,25.00%,3.13,16.6,7.83,12.52,22.7,10.17,0.78,1.57,4.7,33.65,37.57,61.04,39.91,84.30%,76.90%,0.78,0,0.03,0,0.13,0.78,1.57,0,0.00%,0.00%,40.00%,40.00%,3.91
361,3iq22rug4k9fwv25fnl7mhel0,,M. Barami,Mor Barami,Right Centre Back,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,644662,Mor,Barami,Right Centre Back,5,115,20,50.00%,4.7,0.78,0,0,0.78,4.7,0,-,-,0,0,0,75.00%,0.00%,25.00%,7.04,5,,0,0,0,0.78,Right Centre Back,0,0,0,0,0,1.57,0,0,0,0,0,3.91,0,3.13,7.04,0,0,0.78,0.78,7.83,3.13,1.57,2.35,3.13,0.78,3.91,6.26,5.48,0,0,0,0,0,0,0,0.78,50.00%,1.57,23.8,0,0,10.17,0,8.61,2.35,12.52,35.22,28.17,50.09,40.7,86.50%,-,0,0,0,0,0,0,0,0,-,0.00%,50.00%,60.00%,3.91
364,acjy7owy03wsn1qdxlbajepzo,,L. Ramot,Liad Ramot,Centre Forward,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549423,Liad,Ramot,Centre Forward,13,112,19,66.70%,2.41,1.61,0.8,0.8,0,0.8,3.21,16.70%,0.00%,4.82,35.36,0,50.00%,60.00%,0.00%,0,27,,1.34,0.8,0,2.41,Centre Forward,0.8,0,0,0,1.61,0,0.8,0,1.61,1.61,3.21,1.61,19.29,8.84,29.73,0,7.23,0,0,5.63,11.25,2.41,0,8.84,15.27,2.41,20.09,4.82,0,0,4.82,1.61,0,0.8,1.61,2.41,33.30%,7.23,15.3,2.41,13.66,8.84,3.21,0.8,0.8,4.82,11.25,30.54,63.48,16.07,70.00%,75.00%,0,0,0.01,0.8,1.34,4.82,4.82,3.21,66.70%,80.00%,44.00%,0.00%,1.61
365,1tdw2txhtmz72e6b3yn1imgut,,M. Khatib,Mohammed El Khatib,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590906,Mohammed,El Khatib,Centre Forward,8,110,28,50.00%,3.27,0,0,0,1.64,0.82,2.45,0.00%,0.00%,0.82,13.91,0,57.10%,42.90%,6.90%,0.82,99,,0.4,0,0,5.73,Centre Forward,0,0,0,0,0.82,0.82,0,0,0,0.82,0,2.45,8.18,11.45,22.09,0,5.73,0,0,4.91,16.36,4.91,4.91,7.36,13.91,9.82,23.73,9.82,0,0,0.82,0,0,0,0,0,-,0,16.7,0.82,7.36,13.09,3.27,1.64,1.64,8.18,11.45,21.27,47.45,23.73,48.30%,25.00%,0,0,0.01,0,0.4,1.64,3.27,0.82,25.00%,40.00%,31.00%,50.00%,4.09
366,2rjh33x3betr162ydodw7lbkl,261831,D. Lesovoy,Daniil Lesovoy,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,459604,Daniil,Lesovoy,Central Midfielder,5,106,26,100.00%,1.7,0.85,0,0,2.55,0,2.55,-,0.00%,5.09,33.96,0,68.20%,72.70%,7.50%,1.7,31,right,0.05,0,0,0.85,Central Midfielder,0,0,0,0,0,0.85,0.85,0,0,0,0.85,0,16.98,11.04,28.02,0.85,3.4,0,0,20.38,11.04,0,0.85,7.64,15.28,0.85,18.68,3.4,0.85,0,5.09,0,0,0.85,1.7,3.4,30.80%,11.04,14.7,11.04,21.23,28.87,16.13,0.85,4.25,8.49,24.62,39.91,64.53,33.96,72.50%,68.40%,0.85,0,0.04,0,0.05,0,0.85,0,0.00%,33.30%,40.90%,100.00%,3.4
366,bb1fzw9w3pxsq94igzhdfuwdm,,O. Eliyahu,Osher Eliyahu,Central Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582844,Osher,Eliyahu,Central Midfielder,6,106,21,50.00%,1.7,0.85,0,1.7,2.55,0,5.94,0.00%,0.00%,0,22.92,1.7,77.80%,86.40%,5.40%,3.4,36,,0.02,0,0,0.85,Central Midfielder,0,0,0,0,0,0,1.7,0,0.85,0.85,0,0.85,5.94,7.64,14.43,2.55,0.85,0,0,35.66,5.94,1.7,2.55,9.34,5.94,4.25,15.28,9.34,2.55,0,1.7,0,0.4,0,0,0.85,100.00%,0.85,16.7,15.28,17.83,41.6,17.83,4.25,6.79,16.13,56.89,54.34,80.66,62.83,90.50%,85.70%,2.55,0,0.31,0,0.02,0.85,0.85,0,0.00%,50.00%,61.10%,60.00%,6.79
366,cldl55tv06ghvscv47ycqrw9g,,Y. Kabeda,Yasmao Kabeda,Central Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,626878,Yasmao,Kabeda,Central Midfielder,7,106,22,28.60%,5.94,2.55,0,0.85,4.25,0.85,3.4,0.00%,0.00%,0.85,18.68,0.85,76.50%,77.30%,9.10%,0,26,,0.01,0,0,6.79,Central Midfielder,0,0,0,0,0.85,2.55,0.85,0,0.85,0,0.85,5.09,6.79,5.94,17.83,1.7,0,0,0,17.83,11.89,0,0.85,5.09,5.94,0.85,16.98,11.04,1.7,0,0.85,0,0.02,0,0,0,0.00%,1.7,14.9,7.64,7.64,22.92,9.34,4.25,7.64,19.53,28.02,28.87,62.83,37.36,75.00%,81.80%,1.7,0,0.03,0,0.01,0.85,0.85,0.85,100.00%,50.00%,30.00%,100.00%,8.49
369,apn3q9z9cr8a63y8pkw2i1d2i,,R. Sason,Roy Sason,Goalkeeper,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463642,Roy,Sason,Goalkeeper,3,105,22,100.00%,0.86,0,0,0,0,0.86,0,-,-,0,0,0,8.30%,-,54.70%,11.14,33,,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,20.57,0,0.86,21.43,0.86,0,0.86,0.86,6,0,0,0.86,0.86,0,0.86,0.86,0.86,0.86,0,0,0,0,0,0,0,-,0,40.6,0,0,22.29,0,22.29,0,32.57,35.14,35.14,69.43,54.86,64.10%,-,0.86,0,0,0,0,0,0,0,-,-,100.00%,100.00%,2.57
370,8eeb2fz5l6onpqsobl4pro9p0,,O. Baye,Orel Baye,Left Winger,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582793,Orel,Baye,Left Winger,7,103,20,50.00%,1.75,0,0,0.87,1.75,1.75,0,0.00%,0.00%,4.37,26.21,0,70.00%,77.80%,12.50%,1.75,19,,0.11,0,0,0,Left Winger,0,0,0,0,0,0,0,0,1.75,1.75,0.87,1.75,12.23,8.74,22.72,0.87,1.75,0,0,13.11,8.74,3.5,0,3.5,9.61,3.5,12.23,2.62,0.87,0,4.37,0,0,0,0,2.62,27.30%,9.61,16.7,8.74,14.85,16.6,10.49,0.87,3.5,5.24,22.72,36.7,57.67,27.96,81.30%,83.30%,0.87,0,0.03,0,0.11,1.75,2.62,0,0.00%,-,28.60%,0.00%,3.5
371,8g621w3klglidsjmsgt92ghgq,,A. Altury,Amir Altury,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549354,Amir,Altury,Centre Forward,4,101,20,0.00%,1.78,0,0,0,2.67,0,1.78,100.00%,-,0,19.6,0,47.40%,47.80%,10.00%,0.89,99,,0.16,0.89,0,0,Centre Forward,0,0,0,0,0,0,0,0,0,0,0,1.78,10.69,11.58,24.06,0,1.78,0,0,9.8,8.91,3.56,5.35,8.91,13.37,8.91,17.82,4.46,0,0,0,0,0,0,0,1.78,40.00%,4.46,15.1,5.35,17.82,21.39,9.8,0.89,1.78,8.91,12.48,27.62,44.55,26.73,46.70%,54.50%,0,0,0.01,0.89,0.16,0.89,0.89,0.89,100.00%,0.00%,50.00%,60.00%,3.56
372,ggndviktrrfiehq9bdo2aj1l,521741,P. Klimala,Patryk Klimala,Centre Forward,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,240236,Patryk,Klimala,Centre Forward,4,99,25,100.00%,0.91,0.91,0,0,0,0.91,0.91,16.70%,0.00%,1.82,32.73,0,84.60%,87.50%,0.00%,0,9,right,1.2,1.82,0,1.82,Centre Forward,0.91,0,0,0,0.91,0,0.91,0,0.91,2.73,1.82,0,7.27,3.64,10.91,1.82,11.82,0,0,12.73,5.45,0.91,4.55,8.18,10.91,5.45,13.64,2.73,1.82,0,1.82,0,0,0,0.91,0.91,50.00%,1.82,13.3,10.91,13.64,15.45,12.73,0.91,0.91,1.82,13.64,20,42.73,16.36,83.30%,85.70%,1.82,0,0.06,0.91,1.2,5.45,7.27,2.73,37.50%,50.00%,60.00%,83.30%,0
373,dunj14dcpg99a61fjjcq6tg45,224782,D. Qui�1�3nes,Déinner Qui�1�3nes,Centre Forward,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,168354,Déinner,Qui�1�3nes,Centre Forward,4,97,28,50.00%,5.57,2.78,0,2.78,3.71,0,2.78,0.00%,42.90%,4.64,38.97,0,65.20%,64.10%,5.80%,1.86,10,left,0.05,0,0,1.86,Centre Forward,0,0,0,0,0,0,3.71,0,0.93,0,1.86,3.71,15.77,12.99,32.47,2.78,4.64,0.93,0.93,26.91,9.28,0,0.93,12.06,14.85,0.93,21.34,6.49,2.78,2.78,6.49,0,0.1,0.93,0.93,6.49,63.60%,10.21,16.5,12.99,20.41,39.9,18.56,3.71,5.57,15.77,32.47,52.89,86.29,48.25,67.30%,73.70%,2.78,0,0.21,0,0.05,0.93,0.93,0.93,100.00%,75.00%,56.50%,100.00%,9.28
374,1d4yl4bsss0ak11xeazmk1pbe,825385,A. Ariely,Amir Arielly,Left Centre Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,521646,Amir,Arielly,Left Centre Back,1,90,21,80.00%,5,1,0,0,4,5,2,0.00%,-,0,2,0,10.00%,50.00%,39.20%,4,14,,0.03,0,0,0,Left Centre Back,0,0,0,0,0,0,0,0,1,0,0,12,1,5,18,0,1,1,2,3,1,1,2,5,1,3,6,5,0,0,0,1,0,0,0,1,100.00%,1,28,0,0,16,1,14,2,25,33,39,62,51,64.70%,0.00%,0,0,0,0,0.03,1,1,1,100.00%,100.00%,83.30%,66.70%,4
